D_TEMPORAL_0;D_TERRITORIO_0;D_NUMHIJOSMENORED_0;INDICATOR;OBS_VALUE;FREQ
2016;23;0;Nulidades;1.4948;A
2016;23;1;Nulidades;;A
2016;23;2;Nulidades;;A
2016;23;3;Nulidades;;A
2016;23;4;Nulidades;;A
2016;23;05+;Nulidades;;A
2016;29;000;Nulidades;3.0012;A
2016;29;0;Nulidades;3.0012;A
2016;29;1;Nulidades;;A
2016;29;2;Nulidades;;A
2016;29;3;Nulidades;;A
2016;29;4;Nulidades;;A
2016;29;05+;Nulidades;;A
2016;41;000;Nulidades;1.2923;A
2016;41;0;Nulidades;;A
2016;41;1;Nulidades;;A
2016;41;2;Nulidades;1.2923;A
2016;41;3;Nulidades;;A
2016;41;4;Nulidades;;A
2016;41;05+;Nulidades;;A
2015;C01;000;Nulidades;29.5612;A
2015;C01;0;Nulidades;14.9249;A
2015;C01;1;Nulidades;5.4817;A
2015;C01;2;Nulidades;7.7523;A
2015;C01;3;Nulidades;1.4023;A
2015;C01;4;Nulidades;;A
2015;C01;05+;Nulidades;;A
2015;04;000;Nulidades;3.1572;A
2015;04;0;Nulidades;3.1572;A
2015;04;1;Nulidades;;A
2015;04;2;Nulidades;;A
2015;04;3;Nulidades;;A
2015;04;4;Nulidades;;A
2015;04;05+;Nulidades;;A
2015;11;000;Nulidades;4.7814;A
2015;11;0;Nulidades;1.5938;A
2015;11;1;Nulidades;;A
2015;11;2;Nulidades;3.1876;A
2015;11;3;Nulidades;;A
2015;11;4;Nulidades;;A
2015;14;000;Nulidades;;A
2015;14;0;Nulidades;;A
2015;14;1;Nulidades;;A
2015;14;2;Nulidades;;A
2015;14;3;Nulidades;;A
2015;14;4;Nulidades;;A
2015;18;000;Nulidades;3.438;A
2015;18;0;Nulidades;1.719;A
2015;18;1;Nulidades;;A
2015;18;2;Nulidades;1.719;A
2015;18;3;Nulidades;;A
2015;18;4;Nulidades;;A
2015;18;05+;Nulidades;;A
2015;21;000;Nulidades;2.9718;A
2015;21;0;Nulidades;1.4859;A
2015;21;1;Nulidades;;A
2015;21;2;Nulidades;1.4859;A
2015;21;3;Nulidades;;A
2015;21;4;Nulidades;;A
2015;23;000;Nulidades;;A
2015;23;0;Nulidades;;A
2015;23;1;Nulidades;;A
2015;23;2;Nulidades;;A
2015;23;3;Nulidades;;A
2015;23;4;Nulidades;;A
2015;29;000;Nulidades;8.4138;A
2015;29;0;Nulidades;5.6092;A
2015;29;1;Nulidades;1.4023;A
2015;29;2;Nulidades;;A
2015;29;3;Nulidades;1.4023;A
2015;29;4;Nulidades;;A
2015;29;05+;Nulidades;;A
2015;41;000;Nulidades;6.799;A
2015;41;0;Nulidades;1.3598;A
2015;41;1;Nulidades;4.0794;A
2015;41;2;Nulidades;1.3598;A
2015;41;3;Nulidades;;A
2015;41;4;Nulidades;;A
2015;41;05+;Nulidades;;A
2014;C01;000;Nulidades;38.00724;A
2014;C01;0;Nulidades;26.18236;A
2014;C01;1;Nulidades;4.40011;A
2014;C01;2;Nulidades;7.42477;A
2014;C01;3;Nulidades;;A
2014;C01;4;Nulidades;;A
2014;C01;05+;Nulidades;;A
2014;04;000;Nulidades;;A
2014;04;0;Nulidades;;A
2014;04;1;Nulidades;;A
2014;04;2;Nulidades;;A
2014;04;3;Nulidades;;A
2014;04;4;Nulidades;;A
2014;04;05+;Nulidades;;A
2014;11;000;Nulidades;9.01698;A
2014;11;0;Nulidades;6.01132;A
2014;11;1;Nulidades;1.50283;A
2014;11;2;Nulidades;1.50283;A
2014;11;3;Nulidades;;A
2014;11;4;Nulidades;;A
2014;11;05+;Nulidades;;A
2014;14;000;Nulidades;;A
2014;14;0;Nulidades;;A
2014;14;1;Nulidades;;A
2014;14;2;Nulidades;;A
2014;14;3;Nulidades;;A
2014;14;05+;Nulidades;;A
2014;18;000;Nulidades;1.51905;A
2014;18;0;Nulidades;1.51905;A
2014;18;1;Nulidades;;A
2014;18;2;Nulidades;;A
2014;18;3;Nulidades;;A
2014;18;4;Nulidades;;A
2014;21;000;Nulidades;2.82922;A
2014;21;0;Nulidades;1.41461;A
2014;21;1;Nulidades;;A
2014;21;2;Nulidades;1.41461;A
2014;21;3;Nulidades;;A
2014;21;4;Nulidades;;A
2014;23;000;Nulidades;1.4678;A
2014;23;0;Nulidades;1.4678;A
2014;23;1;Nulidades;;A
2014;23;2;Nulidades;;A
2014;23;3;Nulidades;;A
2014;23;4;Nulidades;;A
2014;29;000;Nulidades;6.4402;A
2014;29;0;Nulidades;1.61005;A
2014;29;1;Nulidades;1.61005;A
2014;29;2;Nulidades;3.2201;A
2014;29;3;Nulidades;;A
2014;29;4;Nulidades;;A
2014;29;05+;Nulidades;;A
2014;41;000;Nulidades;16.73399;A
2014;41;0;Nulidades;14.15953;A
2014;41;1;Nulidades;1.28723;A
2014;41;2;Nulidades;1.28723;A
2014;41;3;Nulidades;;A
2014;41;4;Nulidades;;A
2014;41;05+;Nulidades;;A
2013;C01;000;Nulidades;29.96762;A
2013;C01;0;Nulidades;29.96762;A
2013;C01;1;Nulidades;;A
2013;C01;2;Nulidades;;A
2013;C01;3;Nulidades;;A
2013;C01;4;Nulidades;;A
2013;C01;05+;Nulidades;;A
2013;04;000;Nulidades;;A
2013;04;0;Nulidades;;A
2013;04;1;Nulidades;;A
2013;04;2;Nulidades;;A
2013;04;3;Nulidades;;A
2013;04;4;Nulidades;;A
2013;11;000;Nulidades;2.9301;A
2013;11;0;Nulidades;2.9301;A
2013;11;1;Nulidades;;A
2013;11;2;Nulidades;;A
2013;11;3;Nulidades;;A
2013;11;4;Nulidades;;A
2013;14;000;Nulidades;1.35646;A
2013;14;0;Nulidades;1.35646;A
2013;14;1;Nulidades;;A
2013;14;2;Nulidades;;A
2013;14;3;Nulidades;;A
2013;14;4;Nulidades;;A
2013;14;05+;Nulidades;;A
2013;18;000;Nulidades;5.45556;A
2013;18;0;Nulidades;5.45556;A
2013;18;1;Nulidades;;A
2013;18;2;Nulidades;;A
2013;18;3;Nulidades;;A
2013;18;4;Nulidades;;A
2013;18;05+;Nulidades;;A
2013;21;000;Nulidades;1.43627;A
2013;21;0;Nulidades;1.43627;A
2013;21;1;Nulidades;;A
2013;21;2;Nulidades;;A
2013;21;3;Nulidades;;A
2013;21;4;Nulidades;;A
2013;21;05+;Nulidades;;A
2013;23;000;Nulidades;1.41113;A
2013;23;0;Nulidades;1.41113;A
2013;23;1;Nulidades;;A
2013;23;2;Nulidades;;A
2013;23;3;Nulidades;;A
2013;23;4;Nulidades;;A
2013;29;000;Nulidades;1.4361;A
2013;29;0;Nulidades;1.4361;A
2013;29;1;Nulidades;;A
2013;29;2;Nulidades;;A
2013;29;3;Nulidades;;A
2013;29;4;Nulidades;;A
2013;29;05+;Nulidades;;A
2013;41;000;Nulidades;15.942;A
2013;41;0;Nulidades;15.942;A
2013;41;1;Nulidades;;A
2013;41;2;Nulidades;;A
2013;41;3;Nulidades;;A
2013;41;4;Nulidades;;A
2013;41;05+;Nulidades;;A
2012;C01;000;Nulidades;24.00002;A
2012;C01;0;Nulidades;24.00002;A
2012;C01;1;Nulidades;;A
2012;C01;2;Nulidades;;A
2012;C01;3;Nulidades;;A
2012;C01;4;Nulidades;;A
2012;C01;05+;Nulidades;;A
2012;04;000;Nulidades;3.0;A
2012;04;0;Nulidades;3.0;A
2012;04;1;Nulidades;;A
2012;04;2;Nulidades;;A
2012;04;3;Nulidades;;A
2012;04;4;Nulidades;;A
2012;11;000;Nulidades;;A
2012;11;0;Nulidades;;A
2012;11;1;Nulidades;;A
2012;11;2;Nulidades;;A
2012;11;3;Nulidades;;A
2012;11;4;Nulidades;;A
2012;11;05+;Nulidades;;A
2012;14;000;Nulidades;;A
2012;14;0;Nulidades;;A
2012;14;1;Nulidades;;A
2012;14;2;Nulidades;;A
2012;14;3;Nulidades;;A
2012;14;4;Nulidades;;A
2012;14;05+;Nulidades;;A
2012;18;000;Nulidades;;A
2012;18;0;Nulidades;;A
2012;18;1;Nulidades;;A
2012;18;2;Nulidades;;A
2012;18;3;Nulidades;;A
2012;18;4;Nulidades;;A
2012;21;000;Nulidades;;A
2012;21;0;Nulidades;;A
2012;21;1;Nulidades;;A
2012;21;2;Nulidades;;A
2012;21;3;Nulidades;;A
2012;21;4;Nulidades;;A
2012;23;000;Nulidades;;A
2012;23;0;Nulidades;;A
2012;23;1;Nulidades;;A
2012;23;2;Nulidades;;A
2012;23;3;Nulidades;;A
2012;23;4;Nulidades;;A
2012;23;05+;Nulidades;;A
2012;29;000;Nulidades;2.0;A
2012;29;0;Nulidades;2.0;A
2012;29;1;Nulidades;;A
2012;29;2;Nulidades;;A
2012;29;3;Nulidades;;A
2012;29;4;Nulidades;;A
2012;29;05+;Nulidades;;A
2012;41;000;Nulidades;19.00002;A
2012;41;0;Nulidades;19.00002;A
2012;41;1;Nulidades;;A
2012;41;2;Nulidades;;A
2012;41;3;Nulidades;;A
2012;41;4;Nulidades;;A
2012;41;05+;Nulidades;;A
2011;C01;000;Nulidades;31.0;A
2011;C01;0;Nulidades;29.0;A
2011;C01;1;Nulidades;2.0;A
2011;C01;2;Nulidades;;A
2011;C01;3;Nulidades;;A
2011;C01;4;Nulidades;;A
2011;C01;05+;Nulidades;;A
2011;04;000;Nulidades;2.0;A
2011;04;0;Nulidades;;A
2011;04;1;Nulidades;2.0;A
2011;04;2;Nulidades;;A
2011;04;3;Nulidades;;A
2011;04;4;Nulidades;;A
2011;04;05+;Nulidades;;A
2011;11;000;Nulidades;2.0;A
2011;11;0;Nulidades;2.0;A
2011;11;1;Nulidades;;A
2011;11;2;Nulidades;;A
2011;11;3;Nulidades;;A
2011;11;4;Nulidades;;A
2011;14;000;Nulidades;2.0;A
2011;14;0;Nulidades;2.0;A
2011;14;1;Nulidades;;A
2011;14;2;Nulidades;;A
2011;14;3;Nulidades;;A
2011;14;4;Nulidades;;A
2011;14;05+;Nulidades;;A
2011;18;000;Nulidades;3.0;A
2011;18;0;Nulidades;3.0;A
2011;18;1;Nulidades;;A
2011;18;2;Nulidades;;A
2011;18;3;Nulidades;;A
2011;18;4;Nulidades;;A
2011;18;05+;Nulidades;;A
2011;21;000;Nulidades;;A
2011;21;0;Nulidades;;A
2011;21;1;Nulidades;;A
2011;21;2;Nulidades;;A
2011;21;3;Nulidades;;A
2011;21;4;Nulidades;;A
2011;23;000;Nulidades;1.0;A
2011;23;0;Nulidades;1.0;A
2011;23;1;Nulidades;;A
2011;23;2;Nulidades;;A
2011;23;3;Nulidades;;A
2011;23;4;Nulidades;;A
2011;29;000;Nulidades;9.0;A
2011;29;0;Nulidades;9.0;A
2011;29;1;Nulidades;;A
2011;29;2;Nulidades;;A
2011;29;3;Nulidades;;A
2011;29;4;Nulidades;;A
2011;29;05+;Nulidades;;A
2011;41;000;Nulidades;12.0;A
2011;41;0;Nulidades;12.0;A
2011;41;1;Nulidades;;A
2011;41;2;Nulidades;;A
2011;41;3;Nulidades;;A
2011;41;4;Nulidades;;A
2011;41;05+;Nulidades;;A
2010;C01;000;Nulidades;30.0;A
2010;C01;0;Nulidades;20.0;A
2010;C01;1;Nulidades;3.0;A
2010;C01;2;Nulidades;7.0;A
2010;C01;3;Nulidades;;A
2010;C01;4;Nulidades;;A
2010;C01;05+;Nulidades;;A
2010;04;000;Nulidades;5.0;A
2010;04;0;Nulidades;5.0;A
2010;04;1;Nulidades;;A
2010;04;2;Nulidades;;A
2010;04;3;Nulidades;;A
2010;04;4;Nulidades;;A
2010;04;05+;Nulidades;;A
2010;11;000;Nulidades;4.0;A
2010;11;0;Nulidades;2.0;A
2010;11;1;Nulidades;;A
2010;11;2;Nulidades;2.0;A
2010;11;3;Nulidades;;A
2010;11;4;Nulidades;;A
2010;11;05+;Nulidades;;A
2010;14;000;Nulidades;1.0;A
2010;14;0;Nulidades;;A
2010;14;1;Nulidades;1.0;A
2010;14;2;Nulidades;;A
2010;14;3;Nulidades;;A
2010;14;4;Nulidades;;A
2010;14;05+;Nulidades;;A
2010;18;000;Nulidades;4.0;A
2010;18;0;Nulidades;2.0;A
2010;18;1;Nulidades;;A
2010;18;2;Nulidades;2.0;A
2010;18;3;Nulidades;;A
2010;18;4;Nulidades;;A
2010;18;05+;Nulidades;;A
2010;21;000;Nulidades;1.0;A
2010;21;0;Nulidades;;A
2010;21;1;Nulidades;1.0;A
2010;21;2;Nulidades;;A
2010;21;3;Nulidades;;A
2010;21;05+;Nulidades;;A
2010;23;000;Nulidades;;A
2010;23;0;Nulidades;;A
2010;23;1;Nulidades;;A
2010;23;2;Nulidades;;A
2010;23;3;Nulidades;;A
2010;23;4;Nulidades;;A
2010;23;05+;Nulidades;;A
2010;29;000;Nulidades;8.0;A
2010;29;0;Nulidades;6.0;A
2010;29;1;Nulidades;;A
2010;29;2;Nulidades;2.0;A
2010;29;3;Nulidades;;A
2010;29;4;Nulidades;;A
2010;29;05+;Nulidades;;A
2010;41;000;Nulidades;7.0;A
2010;41;0;Nulidades;5.0;A
2010;41;1;Nulidades;1.0;A
2010;41;2;Nulidades;1.0;A
2010;41;3;Nulidades;;A
2010;41;4;Nulidades;;A
2010;41;05+;Nulidades;;A
2009;C01;000;Nulidades;22.800000001;A
2009;C01;0;Nulidades;22.800000001;A
2009;C01;1;Nulidades;;A
2009;C01;2;Nulidades;;A
2009;C01;3;Nulidades;;A
2009;C01;4;Nulidades;;A
2009;C01;05+;Nulidades;;A
2009;04;000;Nulidades;;A
2009;04;0;Nulidades;;A
2009;04;1;Nulidades;;A
2009;04;2;Nulidades;;A
2009;04;3;Nulidades;;A
2009;11;000;Nulidades;1.0;A
2009;11;0;Nulidades;1.0;A
2009;11;1;Nulidades;;A
2009;11;2;Nulidades;;A
2009;11;3;Nulidades;;A
2009;11;4;Nulidades;;A
2009;11;05+;Nulidades;;A
2009;14;000;Nulidades;2.7;A
2009;14;0;Nulidades;2.7;A
2009;14;1;Nulidades;;A
2009;14;2;Nulidades;;A
2009;14;3;Nulidades;;A
2009;14;4;Nulidades;;A
2009;14;05+;Nulidades;;A
2009;18;000;Nulidades;3.200000001;A
2009;18;0;Nulidades;3.200000001;A
2009;18;1;Nulidades;;A
2009;18;2;Nulidades;;A
2009;18;3;Nulidades;;A
2009;18;4;Nulidades;;A
2009;18;05+;Nulidades;;A
2009;21;000;Nulidades;1.8;A
2009;21;0;Nulidades;1.8;A
2009;21;1;Nulidades;;A
2009;21;2;Nulidades;;A
2009;21;3;Nulidades;;A
2009;23;000;Nulidades;2.0;A
2009;23;0;Nulidades;2.0;A
2009;23;1;Nulidades;;A
2009;23;2;Nulidades;;A
2009;23;3;Nulidades;;A
2009;29;000;Nulidades;4.0;A
2009;29;0;Nulidades;4.0;A
2009;29;1;Nulidades;;A
2009;29;2;Nulidades;;A
2009;29;3;Nulidades;;A
2009;29;4;Nulidades;;A
2009;29;05+;Nulidades;;A
2009;41;000;Nulidades;8.1;A
2009;41;0;Nulidades;8.1;A
2009;41;1;Nulidades;;A
2009;41;2;Nulidades;;A
2009;41;3;Nulidades;;A
2009;41;4;Nulidades;;A
2008;C01;000;Nulidades;20.03268282;A
2008;C01;0;Nulidades;20.03268282;A
2008;C01;1;Nulidades;;A
2008;C01;2;Nulidades;;A
2008;C01;3;Nulidades;;A
2008;C01;4;Nulidades;;A
2008;C01;05+;Nulidades;;A
2008;04;000;Nulidades;1.82545068;A
2008;04;0;Nulidades;1.82545068;A
2008;04;1;Nulidades;;A
2008;04;2;Nulidades;;A
2008;04;3;Nulidades;;A
2008;04;4;Nulidades;;A
2008;04;05+;Nulidades;;A
2008;11;000;Nulidades;1.0;A
2008;11;0;Nulidades;1.0;A
2008;11;1;Nulidades;;A
2008;11;2;Nulidades;;A
2008;11;3;Nulidades;;A
2008;11;4;Nulidades;;A
2008;11;05+;Nulidades;;A
2008;14;000;Nulidades;1.0;A
2008;14;0;Nulidades;1.0;A
2008;14;1;Nulidades;;A
2008;14;2;Nulidades;;A
2008;14;3;Nulidades;;A
2008;14;4;Nulidades;;A
2008;14;05+;Nulidades;;A
2008;18;000;Nulidades;;A
2008;18;0;Nulidades;;A
2008;18;1;Nulidades;;A
2008;18;2;Nulidades;;A
2008;18;3;Nulidades;;A
2008;18;4;Nulidades;;A
2008;21;000;Nulidades;2.73817602;A
2008;21;0;Nulidades;2.73817602;A
2008;21;1;Nulidades;;A
2008;21;2;Nulidades;;A
2008;21;3;Nulidades;;A
2008;21;4;Nulidades;;A
2008;21;05+;Nulidades;;A
2008;23;000;Nulidades;;A
2008;23;0;Nulidades;;A
2008;23;1;Nulidades;;A
2008;23;2;Nulidades;;A
2008;23;3;Nulidades;;A
2008;23;4;Nulidades;;A
2008;23;05+;Nulidades;;A
2008;29;000;Nulidades;3.21090136;A
2008;29;0;Nulidades;3.21090136;A
2008;29;1;Nulidades;;A
2008;29;2;Nulidades;;A
2008;29;3;Nulidades;;A
2008;29;4;Nulidades;;A
2008;29;05+;Nulidades;;A
2008;41;000;Nulidades;10.25815476;A
2008;41;0;Nulidades;10.25815476;A
2008;41;1;Nulidades;;A
2008;41;2;Nulidades;;A
2008;41;3;Nulidades;;A
2008;41;4;Nulidades;;A
2008;41;05+;Nulidades;;A
2007;C01;000;Nulidades;23.25;A
2007;C01;0;Nulidades;21.25;A
2007;C01;1;Nulidades;2.0;A
2007;C01;2;Nulidades;;A
2007;C01;3;Nulidades;;A
2007;C01;4;Nulidades;;A
2007;C01;05+;Nulidades;;A
2007;04;000;Nulidades;1.9;A
2007;04;0;Nulidades;1.9;A
2007;04;1;Nulidades;;A
2007;04;2;Nulidades;;A
2007;04;3;Nulidades;;A
2007;04;4;Nulidades;;A
2007;04;05+;Nulidades;;A
2007;11;000;Nulidades;1.0;A
2007;11;0;Nulidades;1.0;A
2007;11;1;Nulidades;;A
2007;11;2;Nulidades;;A
2007;11;3;Nulidades;;A
2007;11;4;Nulidades;;A
2007;11;05+;Nulidades;;A
2007;14;000;Nulidades;3.8;A
2007;14;0;Nulidades;3.8;A
2007;14;1;Nulidades;;A
2007;14;2;Nulidades;;A
2007;14;3;Nulidades;;A
2007;14;4;Nulidades;;A
2007;14;05+;Nulidades;;A
2007;18;000;Nulidades;5.7;A
2007;18;0;Nulidades;5.7;A
2007;18;1;Nulidades;;A
2007;18;2;Nulidades;;A
2007;18;3;Nulidades;;A
2007;18;4;Nulidades;;A
2007;18;05+;Nulidades;;A
2007;21;000;Nulidades;2.85;A
2007;21;0;Nulidades;2.85;A
2007;21;1;Nulidades;;A
2007;21;2;Nulidades;;A
2007;21;3;Nulidades;;A
2007;21;4;Nulidades;;A
2007;21;05+;Nulidades;;A
2007;23;000;Nulidades;;A
2007;23;0;Nulidades;;A
2007;23;1;Nulidades;;A
2007;23;2;Nulidades;;A
2007;23;3;Nulidades;;A
2007;23;4;Nulidades;;A
2007;23;05+;Nulidades;;A
2007;29;000;Nulidades;5.0;A
2007;29;0;Nulidades;4.0;A
2007;29;1;Nulidades;1.0;A
2007;29;2;Nulidades;;A
2007;29;3;Nulidades;;A
2007;29;4;Nulidades;;A
2007;29;05+;Nulidades;;A
2007;41;000;Nulidades;3.0;A
2007;41;0;Nulidades;2.0;A
2007;41;1;Nulidades;1.0;A
2007;41;2;Nulidades;;A
2007;41;3;Nulidades;;A
2007;41;4;Nulidades;;A
2007;41;05+;Nulidades;;A
2006;C01;000;Nulidades;36.42;A
2006;C01;NC;Nulidades;36.42;A
2006;04;000;Nulidades;1.0;A
2006;04;NC;Nulidades;1.0;A
2006;11;000;Nulidades;7.44;A
2006;11;NC;Nulidades;7.44;A
2006;14;000;Nulidades;8.37;A
2006;14;NC;Nulidades;8.37;A
2006;18;000;Nulidades;1.8;A
2006;18;NC;Nulidades;1.8;A
2006;21;000;Nulidades;1.0;A
2006;21;NC;Nulidades;1.0;A
2006;23;000;Nulidades;1.0;A
2006;23;NC;Nulidades;1.0;A
2006;29;000;Nulidades;8.37;A
2006;29;NC;Nulidades;8.37;A
2006;41;000;Nulidades;7.44;A
2006;41;NC;Nulidades;7.44;A
2005;C01;000;Nulidades;37.00000001;A
2005;C01;NC;Nulidades;37.00000001;A
2005;04;000;Nulidades;7.0;A
2005;04;NC;Nulidades;7.0;A
2005;11;000;Nulidades;3.0;A
2005;11;NC;Nulidades;3.0;A
2005;14;000;Nulidades;3.0;A
2005;14;NC;Nulidades;3.0;A
2005;18;000;Nulidades;1.0;A
2005;18;NC;Nulidades;1.0;A
2005;21;000;Nulidades;1.0;A
2005;21;NC;Nulidades;1.0;A
2005;23;000;Nulidades;1.0;A
2005;23;NC;Nulidades;1.0;A
2005;29;000;Nulidades;13.00000001;A
2005;29;NC;Nulidades;13.00000001;A
2005;41;000;Nulidades;8.0;A
2005;41;NC;Nulidades;8.0;A
2004;C01;000;Nulidades;33.000001;A
2004;C01;NC;Nulidades;33.000001;A
2004;04;000;Nulidades;1.0;A
2004;04;NC;Nulidades;1.0;A
2004;11;000;Nulidades;6.0;A
2004;11;NC;Nulidades;6.0;A
2004;14;000;Nulidades;2.0;A
2004;14;NC;Nulidades;2.0;A
2004;18;000;Nulidades;4.0;A
2004;18;NC;Nulidades;4.0;A
2004;21;000;Nulidades;;A
2004;21;NC;Nulidades;;A
2004;23;000;Nulidades;2.0;A
2004;23;NC;Nulidades;2.0;A
2004;29;000;Nulidades;7.0;A
2004;29;NC;Nulidades;7.0;A
2004;41;000;Nulidades;11.000001;A
2004;41;NC;Nulidades;11.000001;A
2003;C01;000;Nulidades;43.0;A
2003;C01;NC;Nulidades;43.0;A
2003;04;000;Nulidades;6.0;A
2003;04;NC;Nulidades;6.0;A
2003;11;000;Nulidades;6.0;A
2003;11;NC;Nulidades;6.0;A
2003;14;000;Nulidades;5.0;A
2003;14;NC;Nulidades;5.0;A
2003;18;000;Nulidades;2.0;A
2003;18;NC;Nulidades;2.0;A
2003;21;000;Nulidades;2.0;A
2003;21;NC;Nulidades;2.0;A
2003;23;000;Nulidades;0.0;A
2003;23;NC;Nulidades;0.0;A
2003;29;000;Nulidades;16.0;A
2003;29;NC;Nulidades;16.0;A
2003;41;000;Nulidades;6.0;A
2003;41;NC;Nulidades;6.0;A
2002;C01;000;Nulidades;29.0;A
2002;C01;NC;Nulidades;29.0;A
2002;04;000;Nulidades;3.0;A
2002;04;NC;Nulidades;3.0;A
2002;11;000;Nulidades;5.0;A
2002;11;NC;Nulidades;5.0;A
2002;14;000;Nulidades;2.0;A
2002;14;NC;Nulidades;2.0;A
2002;18;000;Nulidades;1.0;A
2002;18;NC;Nulidades;1.0;A
2002;21;000;Nulidades;;A
2002;21;NC;Nulidades;;A
2002;23;000;Nulidades;1.0;A
2002;23;NC;Nulidades;1.0;A
2002;29;000;Nulidades;11.0;A
2002;29;NC;Nulidades;11.0;A
2002;41;000;Nulidades;6.0;A
2002;41;NC;Nulidades;6.0;A
2001;C01;000;Nulidades;18.0;A
2001;C01;NC;Nulidades;18.0;A
2001;04;000;Nulidades;3.0;A
2001;04;NC;Nulidades;3.0;A
2001;11;000;Nulidades;4.0;A
2001;11;NC;Nulidades;4.0;A
2001;14;000;Nulidades;4.0;A
2001;14;NC;Nulidades;4.0;A
2001;18;000;Nulidades;4.0;A
2001;18;NC;Nulidades;4.0;A
2001;21;000;Nulidades;;A
2001;21;NC;Nulidades;;A
2001;23;000;Nulidades;;A
2001;23;NC;Nulidades;;A
2001;29;000;Nulidades;2.0;A
2001;29;NC;Nulidades;2.0;A
2001;41;000;Nulidades;1.0;A
2001;41;NC;Nulidades;1.0;A
2000;C01;000;Nulidades;20.0;A
2000;C01;NC;Nulidades;20.0;A
2000;04;000;Nulidades;;A
2000;04;NC;Nulidades;;A
2000;11;000;Nulidades;2.0;A
2000;11;NC;Nulidades;2.0;A
2000;14;000;Nulidades;;A
2000;14;NC;Nulidades;;A
2000;18;000;Nulidades;5.0;A
2000;18;NC;Nulidades;5.0;A
2000;21;000;Nulidades;;A
2000;21;NC;Nulidades;;A
2000;23;000;Nulidades;2.0;A
2000;23;NC;Nulidades;2.0;A
2000;29;000;Nulidades;6.0;A
2000;29;NC;Nulidades;6.0;A
2000;41;000;Nulidades;5.0;A
2000;41;NC;Nulidades;5.0;A
1999;C01;000;Nulidades;16.0;A
1999;C01;NC;Nulidades;16.0;A
1999;04;000;Nulidades;;A
1999;04;NC;Nulidades;;A
1999;11;000;Nulidades;2.0;A
1999;11;NC;Nulidades;2.0;A
1999;14;000;Nulidades;1.0;A
1999;14;NC;Nulidades;1.0;A
1999;18;000;Nulidades;1.0;A
1999;18;NC;Nulidades;1.0;A
1999;21;000;Nulidades;1.0;A
1999;21;NC;Nulidades;1.0;A
1999;23;000;Nulidades;2.0;A
1999;23;NC;Nulidades;2.0;A
1999;29;000;Nulidades;2.0;A
1999;29;NC;Nulidades;2.0;A
1999;41;000;Nulidades;7.0;A
1999;41;NC;Nulidades;7.0;A
1998;C01;000;Nulidades;18.0;A
1998;C01;NC;Nulidades;18.0;A
1998;04;000;Nulidades;;A
1998;04;NC;Nulidades;;A
1998;11;000;Nulidades;1.0;A
1998;11;NC;Nulidades;1.0;A
1998;14;000;Nulidades;;A
1998;14;NC;Nulidades;;A
1998;18;000;Nulidades;3.0;A
1998;18;NC;Nulidades;3.0;A
1998;21;000;Nulidades;1.0;A
1998;21;NC;Nulidades;1.0;A
1998;23;000;Nulidades;1.0;A
1998;23;NC;Nulidades;1.0;A
1998;29;000;Nulidades;5.0;A
1998;29;NC;Nulidades;5.0;A
1998;41;000;Nulidades;7.0;A
1998;41;NC;Nulidades;7.0;A
