TEMPORAL;OBS_STATUS;TIPOVENTAS;TIPOSERIES;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2010-01;P;04;02;;INDICE;127.761400115;M
2010-01;P;05;02;;INDICE;123.122737107;M
2010-01;P;06;02;;INDICE;130.183458507;M
2010-02;P;04;02;;INDICE;129.795855267;M
2010-02;P;05;02;;INDICE;128.58508097;M
2010-02;P;06;02;;INDICE;128.623553965;M
2010-03;P;04;02;;INDICE;127.486423561;M
2010-03;P;05;02;;INDICE;120.139655514;M
2010-03;P;06;02;;INDICE;128.528574463;M
2010-04;P;04;02;;INDICE;123.143669202;M
2010-04;P;05;02;;INDICE;120.596238074;M
2010-04;P;06;02;;INDICE;124.689641243;M
2010-05;P;04;02;;INDICE;125.319615787;M
2010-05;P;05;02;;INDICE;119.849218192;M
2010-05;P;06;02;;INDICE;125.632553177;M
2010-06;P;04;02;;INDICE;123.802388504;M
2010-06;P;05;02;;INDICE;119.854298792;M
2010-06;P;06;02;;INDICE;124.7942085;M
2010-07;P;04;02;;INDICE;122.09518631;M
2010-07;P;05;02;;INDICE;121.484768116;M
2010-07;P;06;02;;INDICE;123.076081356;M
2010-08;P;04;02;;INDICE;119.643287898;M
2010-08;P;05;02;;INDICE;118.941343076;M
2010-08;P;06;02;;INDICE;121.800632807;M
2010-09;P;04;02;;INDICE;121.299521947;M
2010-09;P;05;02;;INDICE;117.509048698;M
2010-09;P;06;02;;INDICE;120.34322613;M
2010-10;P;04;02;;INDICE;122.742389334;M
2010-10;P;05;02;;INDICE;120.549638279;M
2010-10;P;06;02;;INDICE;121.393648172;M
2010-11;P;04;02;;INDICE;120.131807557;M
2010-11;P;05;02;;INDICE;119.677636717;M
2010-11;P;06;02;;INDICE;119.798991064;M
2010-12;P;04;02;;INDICE;120.420841306;M
2010-12;P;05;02;;INDICE;118.846940542;M
2010-12;P;06;02;;INDICE;120.860154444;M
2011-01;P;04;02;;INDICE;118.83734795;M
2011-01;P;05;02;;INDICE;118.048140453;M
2011-01;P;06;02;;INDICE;117.434572216;M
2011-02;P;04;02;;INDICE;115.774579978;M
2011-02;P;05;02;;INDICE;114.851774143;M
2011-02;P;06;02;;INDICE;115.710941258;M
2011-03;P;04;02;;INDICE;115.123092576;M
2011-03;P;05;02;;INDICE;119.104768551;M
2011-03;P;06;02;;INDICE;113.038932864;M
2011-04;P;04;02;;INDICE;119.800256979;M
2011-04;P;05;02;;INDICE;124.227438859;M
2011-04;P;06;02;;INDICE;116.977436746;M
2011-05;P;04;02;;INDICE;111.113538171;M
2011-05;P;05;02;;INDICE;114.285300825;M
2011-05;P;06;02;;INDICE;111.478341048;M
2011-06;P;04;02;;INDICE;114.727602193;M
2011-06;P;05;02;;INDICE;117.521093144;M
2011-06;P;06;02;;INDICE;112.037671476;M
2011-07;P;04;02;;INDICE;113.059205026;M
2011-07;P;05;02;;INDICE;114.739181561;M
2011-07;P;06;02;;INDICE;111.875223399;M
2011-08;P;04;02;;INDICE;109.487371047;M
2011-08;P;05;02;;INDICE;112.127478878;M
2011-08;P;06;02;;INDICE;107.832512372;M
2011-09;P;04;02;;INDICE;110.773542872;M
2011-09;P;05;02;;INDICE;112.248243519;M
2011-09;P;06;02;;INDICE;110.190692348;M
2011-10;P;04;02;;INDICE;109.4839825;M
2011-10;P;05;02;;INDICE;112.848316103;M
2011-10;P;06;02;;INDICE;107.13452842;M
2011-11;P;04;02;;INDICE;107.443624506;M
2011-11;P;05;02;;INDICE;110.266536636;M
2011-11;P;06;02;;INDICE;105.130580794;M
2011-12;P;04;02;;INDICE;106.15787611;M
2011-12;P;05;02;;INDICE;108.422741921;M
2011-12;P;06;02;;INDICE;104.633962231;M
2012-01;P;04;02;;INDICE;106.48086111;M
2012-01;P;05;02;;INDICE;111.550771485;M
2012-01;P;06;02;;INDICE;104.497203065;M
2012-02;P;04;02;;INDICE;102.871672348;M
2012-02;P;05;02;;INDICE;108.670313044;M
2012-02;P;06;02;;INDICE;100.594666012;M
2012-03;P;04;02;;INDICE;104.435894651;M
2012-03;P;05;02;;INDICE;109.901738162;M
2012-03;P;06;02;;INDICE;101.602387868;M
2012-04;P;04;02;;INDICE;99.743200514;M
2012-04;P;05;02;;INDICE;109.989739894;M
2012-04;P;06;02;;INDICE;96.548484338;M
2012-05;P;04;02;;INDICE;102.530456354;M
2012-05;P;05;02;;INDICE;109.33087795;M
2012-05;P;06;02;;INDICE;98.759687025;M
2012-06;P;04;02;;INDICE;97.67452609;M
2012-06;P;05;02;;INDICE;108.658222757;M
2012-06;P;06;02;;INDICE;93.795556309;M
2012-07;P;04;02;;INDICE;98.701937944;M
2012-07;P;05;02;;INDICE;108.218145564;M
2012-07;P;06;02;;INDICE;94.133567969;M
2012-08;P;04;02;;INDICE;102.742525853;M
2012-08;P;05;02;;INDICE;110.076735963;M
2012-08;P;06;02;;INDICE;97.253740247;M
2012-09;P;04;02;;INDICE;94.53141908;M
2012-09;P;05;02;;INDICE;108.068540912;M
2012-09;P;06;02;;INDICE;89.423368742;M
2012-10;P;04;02;;INDICE;93.680786522;M
2012-10;P;05;02;;INDICE;107.187486006;M
2012-10;P;06;02;;INDICE;89.291254492;M
2012-11;P;04;02;;INDICE;92.79006641;M
2012-11;P;05;02;;INDICE;104.768610616;M
2012-11;P;06;02;;INDICE;89.265618326;M
2012-12;P;04;02;;INDICE;93.291814486;M
2012-12;P;05;02;;INDICE;103.568538361;M
2012-12;P;06;02;;INDICE;86.126219063;M
2013-01;P;04;02;;INDICE;93.655295232;M
2013-01;P;05;02;;INDICE;103.578901044;M
2013-01;P;06;02;;INDICE;87.69193033;M
2013-02;P;04;02;;INDICE;94.941412948;M
2013-02;P;05;02;;INDICE;105.327509482;M
2013-02;P;06;02;;INDICE;90.687356948;M
2013-03;P;04;02;;INDICE;92.703251312;M
2013-03;P;05;02;;INDICE;104.247033086;M
2013-03;P;06;02;;INDICE;88.05065473;M
2013-04;P;04;02;;INDICE;92.595713346;M
2013-04;P;05;02;;INDICE;103.844234946;M
2013-04;P;06;02;;INDICE;89.720477269;M
2013-05;P;04;02;;INDICE;93.321442674;M
2013-05;P;05;02;;INDICE;104.985094822;M
2013-05;P;06;02;;INDICE;87.787558892;M
2013-06;P;04;02;;INDICE;95.454318306;M
2013-06;P;05;02;;INDICE;104.184861771;M
2013-06;P;06;02;;INDICE;91.043824177;M
2013-07;P;04;02;;INDICE;93.335618726;M
2013-07;P;05;02;;INDICE;99.996530811;M
2013-07;P;06;02;;INDICE;89.16760947;M
2013-08;P;04;02;;INDICE;92.210077734;M
2013-08;P;05;02;;INDICE;100.976905389;M
2013-08;P;06;02;;INDICE;87.204658956;M
2013-09;P;04;02;;INDICE;95.37566479;M
2013-09;P;05;02;;INDICE;103.511230401;M
2013-09;P;06;02;;INDICE;91.695684053;M
2013-10;P;04;02;;INDICE;94.19049059;M
2013-10;P;05;02;;INDICE;102.280597763;M
2013-10;P;06;02;;INDICE;90.971859973;M
2013-11;P;04;02;;INDICE;93.787644657;M
2013-11;P;05;02;;INDICE;101.856416552;M
2013-11;P;06;02;;INDICE;89.89318359;M
2013-12;P;04;02;;INDICE;93.036704174;M
2013-12;P;05;02;;INDICE;102.085836609;M
2013-12;P;06;02;;INDICE;88.810622748;M
2014-01;P;04;02;;INDICE;93.362678243;M
2014-01;P;05;02;;INDICE;102.85488388;M
2014-01;P;06;02;;INDICE;88.62607304;M
2014-02;P;04;02;;INDICE;94.244785669;M
2014-02;P;05;02;;INDICE;102.998707539;M
2014-02;P;06;02;;INDICE;90.660681477;M
2014-03;P;04;02;;INDICE;93.620832598;M
2014-03;P;05;02;;INDICE;100.825026774;M
2014-03;P;06;02;;INDICE;90.635994663;M
2014-04;P;04;02;;INDICE;94.072334331;M
2014-04;P;05;02;;INDICE;101.200479015;M
2014-04;P;06;02;;INDICE;90.692710213;M
2014-05;P;04;02;;INDICE;94.662228456;M
2014-05;P;05;02;;INDICE;100.074992473;M
2014-05;P;06;02;;INDICE;91.848167945;M
2014-06;P;04;02;;INDICE;92.932997263;M
2014-06;P;05;02;;INDICE;98.86965303;M
2014-06;P;06;02;;INDICE;91.471735638;M
2014-07;P;04;02;;INDICE;93.16952213;M
2014-07;P;05;02;;INDICE;98.598894227;M
2014-07;P;06;02;;INDICE;90.149725443;M
2014-08;P;04;02;;INDICE;93.610931775;M
2014-08;P;05;02;;INDICE;99.008190564;M
2014-08;P;06;02;;INDICE;91.869271537;M
2014-09;P;04;02;;INDICE;94.017614666;M
2014-09;P;05;02;;INDICE;98.834232782;M
2014-09;P;06;02;;INDICE;92.330443303;M
2014-10;P;04;02;;INDICE;93.491202787;M
2014-10;P;05;02;;INDICE;97.487708848;M
2014-10;P;06;02;;INDICE;91.650349171;M
2014-11;P;04;02;;INDICE;96.809831585;M
2014-11;P;05;02;;INDICE;98.608365441;M
2014-11;P;06;02;;INDICE;95.311890683;M
2014-12;P;04;02;;INDICE;99.290275914;M
2014-12;P;05;02;;INDICE;102.00797104;M
2014-12;P;06;02;;INDICE;97.813616761;M
2015-01;P;04;02;;INDICE;97.104534042;M
2015-01;P;05;02;;INDICE;98.871555747;M
2015-01;P;06;02;;INDICE;96.192542451;M
2015-02;P;04;02;;INDICE;95.936057106;M
2015-02;P;05;02;;INDICE;96.701896559;M
2015-02;P;06;02;;INDICE;95.4953828;M
2015-03;P;04;02;;INDICE;98.348542989;M
2015-03;P;05;02;;INDICE;100.942408417;M
2015-03;P;06;02;;INDICE;98.575938664;M
2015-04;P;04;02;;INDICE;99.539175813;M
2015-04;P;05;02;;INDICE;99.385287506;M
2015-04;P;06;02;;INDICE;98.110265165;M
2015-05;P;04;02;;INDICE;99.913267985;M
2015-05;P;05;02;;INDICE;101.079638295;M
2015-05;P;06;02;;INDICE;99.454541387;M
2015-06;P;04;02;;INDICE;95.974210012;M
2015-06;P;05;02;;INDICE;99.031436605;M
2015-06;P;06;02;;INDICE;97.111968386;M
2015-07;P;04;02;;INDICE;101.179131425;M
2015-07;P;05;02;;INDICE;102.159111581;M
2015-07;P;06;02;;INDICE;100.524064044;M
2015-08;P;04;02;;INDICE;102.203006676;M
2015-08;P;05;02;;INDICE;101.189793928;M
2015-08;P;06;02;;INDICE;102.915457849;M
2015-09;P;04;02;;INDICE;102.759031594;M
2015-09;P;05;02;;INDICE;100.089115427;M
2015-09;P;06;02;;INDICE;102.983597885;M
2015-10;P;04;02;;INDICE;103.541329535;M
2015-10;P;05;02;;INDICE;100.138185757;M
2015-10;P;06;02;;INDICE;104.344363809;M
2015-11;P;04;02;;INDICE;100.479618135;M
2015-11;P;05;02;;INDICE;98.540896716;M
2015-11;P;06;02;;INDICE;102.35941386;M
2015-12;P;04;02;;INDICE;103.871414192;M
2015-12;P;05;02;;INDICE;101.17945564;M
2015-12;P;06;02;;INDICE;105.338092338;M
2016-01;P;04;02;;INDICE;103.028300909;M
2016-01;P;05;02;;INDICE;98.607125551;M
2016-01;P;06;02;;INDICE;105.672046139;M
2016-02;P;04;02;;INDICE;104.705299133;M
2016-02;P;05;02;;INDICE;102.174879536;M
2016-02;P;06;02;;INDICE;106.358827608;M
2016-03;P;04;02;;INDICE;104.117986434;M
2016-03;P;05;02;;INDICE;98.310949109;M
2016-03;P;06;02;;INDICE;105.323799335;M
2016-04;P;04;02;;INDICE;103.805942742;M
2016-04;P;05;02;;INDICE;99.86429197;M
2016-04;P;06;02;;INDICE;105.635125844;M
2016-05;P;04;02;;INDICE;102.960212685;M
2016-05;P;05;02;;INDICE;99.955232628;M
2016-05;P;06;02;;INDICE;105.976009942;M
2016-06;P;04;02;;INDICE;106.748422668;M
2016-06;P;05;02;;INDICE;99.606732914;M
2016-06;P;06;02;;INDICE;107.282888323;M
2016-07;P;04;02;;INDICE;104.711750163;M
2016-07;P;05;02;;INDICE;99.930947477;M
2016-07;P;06;02;;INDICE;107.539854301;M
2016-08;P;04;02;;INDICE;102.658814965;M
2016-08;P;05;02;;INDICE;99.650664123;M
2016-08;P;06;02;;INDICE;104.720403525;M
2016-09;P;04;02;;INDICE;103.293848089;M
2016-09;P;05;02;;INDICE;99.819244222;M
2016-09;P;06;02;;INDICE;105.701460124;M
2016-10;P;04;02;;INDICE;105.514681395;M
2016-10;P;05;02;;INDICE;100.678684968;M
2016-10;P;06;02;;INDICE;107.01346677;M
2016-11;P;04;02;;INDICE;104.563936961;M
2016-11;P;05;02;;INDICE;101.453841083;M
2016-11;P;06;02;;INDICE;106.350634043;M
2016-12;P;04;02;;INDICE;100.732997645;M
2016-12;P;05;02;;INDICE;98.002724743;M
2016-12;P;06;02;;INDICE;102.677711169;M
2017-01;P;04;02;;INDICE;103.053772478;M
2017-01;P;05;02;;INDICE;101.026777379;M
2017-01;P;06;02;;INDICE;104.882983711;M
2017-02;P;04;02;;INDICE;103.825999466;M
2017-02;P;05;02;;INDICE;99.171848642;M
2017-02;P;06;02;;INDICE;105.142493042;M
2017-03;P;04;02;;INDICE;103.049777742;M
2017-03;P;05;02;;INDICE;100.127281442;M
2017-03;P;06;02;;INDICE;105.357232554;M
2017-04;P;04;02;;INDICE;106.761484207;M
2017-04;P;05;02;;INDICE;100.817173251;M
2017-04;P;06;02;;INDICE;107.202618096;M
2017-05;P;04;02;;INDICE;103.596233193;M
2017-05;P;05;02;;INDICE;98.571679774;M
2017-05;P;06;02;;INDICE;106.2413774;M
2017-06;P;04;02;;INDICE;106.586435737;M
2017-06;P;05;02;;INDICE;101.310383997;M
2017-06;P;06;02;;INDICE;108.684945365;M
2017-07;P;04;02;;INDICE;106.452553648;M
2017-07;P;05;02;;INDICE;101.978964662;M
2017-07;P;06;02;;INDICE;107.680891669;M
2017-08;P;04;02;;INDICE;106.440171306;M
2017-08;P;05;02;;INDICE;101.929839598;M
2017-08;P;06;02;;INDICE;108.235431057;M
2017-09;P;04;02;;INDICE;104.445229365;M
2017-09;P;05;02;;INDICE;101.018874188;M
2017-09;P;06;02;;INDICE;106.88780905;M
2017-10;P;04;02;;INDICE;101.417105163;M
2017-10;P;05;02;;INDICE;97.616818852;M
2017-10;P;06;02;;INDICE;105.649572316;M
2017-11;P;04;02;;INDICE;106.538296447;M
2017-11;P;05;02;;INDICE;99.154003103;M
2017-11;P;06;02;;INDICE;107.759480018;M
2017-12;P;04;02;;INDICE;105.180802641;M
2017-12;P;05;02;;INDICE;100.671323858;M
2017-12;P;06;02;;INDICE;108.749150033;M
2018-01;P;04;02;;INDICE;105.856395677;M
2018-01;P;05;02;;INDICE;97.354573641;M
2018-01;P;06;02;;INDICE;108.796684608;M
2018-02;P;04;02;;INDICE;106.06841771;M
2018-02;P;05;02;;INDICE;95.908414583;M
2018-02;P;06;02;;INDICE;108.088928768;M
2018-03;P;04;02;;INDICE;103.773491616;M
2018-03;P;05;02;;INDICE;99.042507652;M
2018-03;P;06;02;;INDICE;107.258333018;M
2018-04;P;04;02;;INDICE;105.785196437;M
2018-04;P;05;02;;INDICE;98.653697032;M
2018-04;P;06;02;;INDICE;107.634534493;M
2018-05;P;04;02;;INDICE;101.826017312;M
2018-05;P;05;02;;INDICE;96.208722045;M
2018-05;P;06;02;;INDICE;105.6891962;M
2018-06;P;04;02;;INDICE;102.525833938;M
2018-06;P;05;02;;INDICE;97.935303;M
2018-06;P;06;02;;INDICE;105.443871092;M
2018-07;P;04;02;;INDICE;102.724103174;M
2018-07;P;05;02;;INDICE;96.642113045;M
2018-07;P;06;02;;INDICE;106.373208139;M
2018-08;P;04;02;;INDICE;103.9290472;M
2018-08;P;05;02;;INDICE;97.216218965;M
2018-08;P;06;02;;INDICE;106.344781468;M
2018-09;P;04;02;;INDICE;102.973094964;M
2018-09;P;05;02;;INDICE;97.475575346;M
2018-09;P;06;02;;INDICE;105.915035938;M
2018-10;P;04;02;;INDICE;103.525168544;M
2018-10;P;05;02;;INDICE;97.105892547;M
2018-10;P;06;02;;INDICE;106.750918954;M
2018-11;P;04;02;;INDICE;103.495228379;M
2018-11;P;05;02;;INDICE;96.576637526;M
2018-11;P;06;02;;INDICE;107.292652719;M
2018-12;P;04;02;;INDICE;103.851258249;M
2018-12;P;05;02;;INDICE;97.078642922;M
2018-12;P;06;02;;INDICE;105.492948733;M
2019-01;P;04;02;;INDICE;105.658169372;M
2019-01;P;05;02;;INDICE;97.510679467;M
2019-01;P;06;02;;INDICE;108.131547582;M
2019-02;P;04;02;;INDICE;105.960826091;M
2019-02;P;05;02;;INDICE;95.228082731;M
2019-02;P;06;02;;INDICE;108.394933317;M
2019-03;P;04;02;;INDICE;99.557168739;M
2019-03;P;05;02;;INDICE;93.584699763;M
2019-03;P;06;02;;INDICE;106.3173034;M
2019-04;P;04;02;;INDICE;106.642349143;M
2019-04;P;05;02;;INDICE;97.5198647;M
2019-04;P;06;02;;INDICE;106.037854162;M
2019-05;P;04;02;;INDICE;104.835645801;M
2019-05;P;05;02;;INDICE;97.996950138;M
2019-05;P;06;02;;INDICE;108.736310892;M
2019-06;P;04;02;;INDICE;104.36818558;M
2019-06;P;05;02;;INDICE;97.109389347;M
2019-06;P;06;02;;INDICE;107.648766638;M
2019-07;P;04;02;;INDICE;105.750283851;M
2019-07;P;05;02;;INDICE;98.756452592;M
2019-07;P;06;02;;INDICE;109.064551432;M
2019-08;P;04;02;;INDICE;105.279462151;M
2019-08;P;05;02;;INDICE;98.030077007;M
2019-08;P;06;02;;INDICE;109.032752543;M
2019-09;P;04;02;;INDICE;105.612050466;M
2019-09;P;05;02;;INDICE;97.53300714;M
2019-09;P;06;02;;INDICE;109.890848775;M
2019-10;P;04;02;;INDICE;105.070780614;M
2019-10;P;05;02;;INDICE;96.604215081;M
2019-10;P;06;02;;INDICE;107.982922036;M
2019-11;P;04;02;;INDICE;104.420467049;M
2019-11;P;05;02;;INDICE;98.29052568;M
2019-11;P;06;02;;INDICE;108.146281197;M
2019-12;P;04;02;;INDICE;107.12408831;M
2019-12;P;05;02;;INDICE;98.717339191;M
2019-12;P;06;02;;INDICE;112.917680055;M
2020-01;P;04;02;;INDICE;105.694279806;M
2020-01;P;05;02;;INDICE;98.768978811;M
2020-01;P;06;02;;INDICE;109.589889818;M
2020-02;P;04;02;;INDICE;105.212374049;M
2020-02;P;05;02;;INDICE;97.282602702;M
2020-02;P;06;02;;INDICE;110.19768783;M
2020-03;P;04;02;;INDICE;69.733349449;M
2020-03;P;05;02;;INDICE;119.428473948;M
2020-03;P;06;02;;INDICE;64.123017366;M
2020-04;P;04;02;;INDICE;58.802157896;M
2020-04;P;05;02;;INDICE;113.82632826;M
2020-04;P;06;02;;INDICE;39.00240523;M
2020-05;P;04;02;;INDICE;65.549133904;M
2020-05;P;05;02;;INDICE;109.741308337;M
2020-05;P;06;02;;INDICE;58.102951251;M
2020-06;P;04;02;;INDICE;107.442498702;M
2020-06;P;05;02;;INDICE;104.34604261;M
2020-06;P;06;02;;INDICE;115.683719036;M
2020-07;P;04;02;;INDICE;106.034257571;M
2020-07;P;05;02;;INDICE;101.829676118;M
2020-07;P;06;02;;INDICE;112.867097596;M
2020-08;P;04;02;;INDICE;105.355065084;M
2020-08;P;05;02;;INDICE;100.42990048;M
2020-08;P;06;02;;INDICE;111.782487613;M
2020-09;P;04;02;;INDICE;105.707497066;M
2020-09;P;05;02;;INDICE;101.152864306;M
2020-09;P;06;02;;INDICE;111.736044538;M
2020-10;P;04;02;;INDICE;109.227014281;M
2020-10;P;05;02;;INDICE;103.945090067;M
2020-10;P;06;02;;INDICE;114.854054188;M
2020-11;P;04;02;;INDICE;88.737312484;M
2020-11;P;05;02;;INDICE;100.057399423;M
2020-11;P;06;02;;INDICE;87.254464298;M
2020-12;P;04;02;;INDICE;105.62956276;M
2020-12;P;05;02;;INDICE;102.516425482;M
2020-12;P;06;02;;INDICE;111.120472083;M
2021-01;P;04;02;;INDICE;90.826039175;M
2021-01;P;05;02;;INDICE;101.780717269;M
2021-01;P;06;02;;INDICE;93.34266772;M
2021-02;P;04;02;;INDICE;102.144619069;M
2021-02;P;05;02;;INDICE;104.517758282;M
2021-02;P;06;02;;INDICE;108.311253387;M
2021-03;P;04;02;;INDICE;106.325868329;M
2021-03;P;05;02;;INDICE;104.528937444;M
2021-03;P;06;02;;INDICE;110.655150778;M
2021-04;P;04;02;;INDICE;109.238788532;M
2021-04;P;05;02;;INDICE;100.144821706;M
2021-04;P;06;02;;INDICE;107.244384712;M
2021-05;P;04;02;;INDICE;105.247082019;M
2021-05;P;05;02;;INDICE;102.557313168;M
2021-05;P;06;02;;INDICE;110.196135947;M
2021-06;P;04;02;;INDICE;104.996614862;M
2021-06;P;05;02;;INDICE;100.743059024;M
2021-06;P;06;02;;INDICE;108.773716482;M
2021-07;P;04;02;;INDICE;102.577764149;M
2021-07;P;05;02;;INDICE;101.962020902;M
2021-07;P;06;02;;INDICE;107.559584315;M
2021-08;P;04;02;;INDICE;103.36571597;M
2021-08;P;05;02;;INDICE;102.736291469;M
2021-08;P;06;02;;INDICE;107.643243782;M
2021-09;P;04;02;;INDICE;104.028382097;M
2021-09;P;05;02;;INDICE;101.948820455;M
2021-09;P;06;02;;INDICE;106.717305119;M
2021-10;P;04;02;;INDICE;101.104501717;M
2021-10;P;05;02;;INDICE;103.390522494;M
2021-10;P;06;02;;INDICE;104.22168119;M
2021-11;P;04;02;;INDICE;103.183273167;M
2021-11;P;05;02;;INDICE;105.783379249;M
2021-11;P;06;02;;INDICE;106.205884053;M
2021-12;P;04;02;;INDICE;98.964608008;M
2021-12;P;05;02;;INDICE;99.450357897;M
2021-12;P;06;02;;INDICE;102.153614062;M
2022-01;P;04;02;;INDICE;97.47065615;M
2022-01;P;05;02;;INDICE;101.633874246;M
2022-01;P;06;02;;INDICE;102.462005927;M
2022-02;P;04;02;;INDICE;111.77590276;M
2022-02;P;05;02;;INDICE;101.861141333;M
2022-02;P;06;02;;INDICE;118.343601922;M
2022-03;P;04;02;;INDICE;96.218606056;M
2022-03;P;05;02;;INDICE;106.639374837;M
2022-03;P;06;02;;INDICE;91.779823896;M
2022-04;P;04;02;;INDICE;108.753917806;M
2022-04;P;05;02;;INDICE;99.937237401;M
2022-04;P;06;02;;INDICE;103.640495195;M
2022-05;P;04;02;;INDICE;98.692674611;M
2022-05;P;05;02;;INDICE;100.414187104;M
2022-05;P;06;02;;INDICE;102.110152781;M
2022-06;P;04;02;;INDICE;100.860245105;M
2022-06;P;05;02;;INDICE;101.050495704;M
2022-06;P;06;02;;INDICE;100.955911311;M
